-9.92304
155
19 14 15 
19 13 14 
19 13 15 
18 13 16 
18 13 15 
18 14 16 
18 14 16 
18 13 15 
18 12 15 
18 12 15 
17 12 15 
16 12 15 
16 11 15 
15 11 16 
14 11 16 
14 11 15 
14 11 16 
14 10 15 
14 10 15 
14 11 15 
13 11 15 
13 11 15 
12 10 15 
13 10 15 
27 10 18 
28 11 18 
27 11 18 
26 10 18 
26 11 19 
26 11 18 
27 12 18 
27 13 18 
27 12 17 
28 12 16 
28 11 15 
29 11 14 
28 10 14 
27 10 15 
27 10 14 
27 9 14 
27 10 15 
28 10 15 
28 10 15 
28 11 15 
29 11 14 
28 10 14 
29 10 13 
0 10 13 
0 16 28 
0 17 29 
1 18 29 
1 19 29 
1 20 0 
0 20 0 
1 20 0 
2 20 29 
1 19 29 
2 20 29 
3 21 29 
3 21 0 
3 21 0 
3 21 1 
2 20 1 
2 19 0 
2 18 29 
3 18 28 
3 18 28 
3 19 28 
2 18 28 
2 18 27 
2 18 28 
2 19 29 
3 6 23 
3 7 23 
3 7 24 
3 7 23 
3 6 23 
3 6 22 
4 7 22 
4 7 21 
5 7 21 
5 7 21 
5 8 22 
6 8 21 
6 7 21 
6 7 20 
6 8 20 
6 7 20 
7 8 20 
8 8 20 
8 9 21 
7 9 22 
8 10 22 
8 9 21 
7 9 22 
7 10 23 
26 26 10 
27 26 10 
27 27 10 
27 27 9 
27 26 9 
27 25 9 
27 26 9 
28 27 9 
29 27 8 
29 27 8 
29 26 7 
28 25 7 
29 26 7 
29 26 8 
28 26 8 
28 26 8 
28 26 7 
28 26 6 
28 27 6 
28 28 7 
29 28 7 
29 28 7 
28 28 7 
28 27 7 
1 10 5 
2 10 4 
3 10 4 
3 10 4 
2 10 4 
2 11 5 
2 12 5 
1 12 6 
1 12 5 
2 12 5 
3 12 5 
3 12 4 
3 11 4 
3 12 4 
3 11 3 
4 11 3 
3 10 3 
4 10 3 
3 10 3 
4 10 3 
4 11 3 
4 12 4 
3 11 4 
3 11 3 
2 2 6 
3 2 5 
4 3 5 
3 3 5 
3 4 6 
2 4 7 
2 4 8 
1 4 8 
0 3 8 
0 4 9 
0 3 9 
0 2 8 
1 2 7 
1 1 7 
2 2 7 
1 1 7 
1 2 7 
2 2 6 
2 2 5 
2 1 4 
1 1 5 
1 1 4 
0 0 4 
0 1 5 
27 28 3 
27 27 2 
27 28 2 
27 27 2 
26 27 3 
25 27 3 
26 27 2 
26 28 2 
27 28 1 
26 28 1 
26 28 0 
25 28 1 
26 28 0 
27 28 0 
26 28 1 
25 28 2 
25 27 2 
26 28 2 
26 29 2 
26 0 2 
26 29 1 
26 29 1 
27 0 1 
28 0 0 
0 22 19 
29 21 19 
29 20 19 
28 19 19 
27 19 20 
28 19 20 
28 20 20 
27 20 20 
26 20 21 
27 21 21 
27 20 21 
27 20 20 
27 21 21 
27 22 22 
26 22 22 
27 22 22 
26 22 23 
25 22 23 
24 22 23 
24 21 23 
24 21 22 
24 20 22 
25 21 22 
25 20 22 
10 27 11 
9 27 12 
9 26 11 
9 25 11 
9 24 10 
9 23 10 
9 24 10 
10 25 10 
9 25 11 
8 24 11 
7 24 12 
8 24 12 
9 25 12 
9 26 13 
8 26 14 
9 27 14 
9 27 13 
10 27 12 
9 27 13 
9 28 14 
8 28 14 
9 28 13 
9 27 12 
8 26 12 
27 28 22 
26 28 23 
26 28 24 
27 28 24 
27 28 23 
27 27 22 
28 28 22 
28 29 22 
27 29 23 
28 29 22 
27 29 23 
27 28 22 
28 28 21 
29 28 21 
0 29 21 
0 0 22 
29 0 23 
0 0 23 
1 0 23 
0 0 23 
0 1 24 
0 2 24 
0 1 24 
0 2 25 
24 26 8 
24 26 7 
23 26 7 
23 25 7 
23 24 7 
23 25 8 
23 26 8 
22 26 8 
23 27 8 
22 27 8 
22 26 7 
22 26 6 
21 25 6 
21 24 6 
20 24 7 
21 25 7 
21 24 6 
20 24 7 
19 24 7 
20 24 6 
20 25 6 
20 24 5 
20 25 6 
21 25 6 
28 6 27 
27 5 27 
27 5 28 
27 6 28 
26 5 28 
26 6 29 
26 7 29 
26 8 0 
25 8 0 
24 7 0 
24 8 0 
25 8 0 
24 8 0 
24 7 0 
24 7 1 
24 8 1 
25 8 1 
24 8 2 
23 7 2 
23 7 3 
22 6 3 
22 6 4 
22 6 5 
21 6 6 
11 28 8 
11 28 9 
10 28 9 
10 28 10 
10 27 9 
11 28 9 
10 28 10 
10 29 10 
10 0 10 
11 0 10 
11 0 9 
12 0 9 
11 0 10 
11 0 11 
10 0 11 
9 0 11 
10 0 10 
10 0 11 
10 1 12 
10 0 12 
11 1 12 
11 0 11 
11 1 12 
10 1 12 
15 11 1 
15 12 2 
14 12 2 
14 13 2 
13 12 2 
13 12 1 
14 12 1 
13 11 1 
13 11 2 
12 10 2 
12 9 2 
11 8 2 
10 8 2 
10 8 1 
9 8 1 
9 8 2 
9 8 1 
8 8 1 
9 8 0 
10 9 0 
11 10 0 
11 9 0 
11 8 29 
11 9 29 
20 28 17 
20 27 17 
19 27 18 
19 28 19 
18 28 19 
17 28 20 
17 27 19 
18 27 19 
19 28 19 
19 29 19 
20 29 19 
21 29 19 
21 29 18 
22 29 18 
21 29 19 
21 0 19 
22 1 19 
22 0 18 
21 0 19 
20 0 19 
21 1 19 
22 1 18 
21 1 19 
21 1 18 
22 19 19 
23 20 19 
23 19 18 
23 19 19 
22 18 19 
23 18 19 
23 18 19 
23 18 18 
23 18 17 
23 19 18 
23 19 17 
23 18 17 
22 18 18 
22 17 17 
22 17 18 
22 17 17 
22 16 16 
22 15 15 
23 15 15 
23 16 15 
23 17 16 
24 17 15 
23 16 15 
23 17 15 
25 28 10 
24 27 10 
24 27 9 
23 27 10 
23 26 10 
22 26 11 
23 26 10 
22 26 10 
23 26 9 
23 27 9 
24 27 8 
24 27 9 
23 27 10 
23 28 11 
24 28 11 
24 29 11 
23 29 12 
23 29 11 
23 28 10 
24 28 9 
24 28 8 
24 29 9 
24 29 10 
24 28 9 
13 22 25 
12 22 26 
12 21 25 
12 21 25 
12 22 26 
11 22 26 
10 22 27 
10 22 28 
10 22 29 
10 22 29 
10 22 28 
10 23 28 
10 23 28 
9 23 28 
9 24 28 
8 23 28 
8 22 28 
7 22 29 
7 21 28 
6 20 28 
6 20 29 
6 21 0 
5 20 0 
4 19 0 
13 26 28 
12 26 29 
11 25 29 
11 26 0 
12 26 0 
13 26 29 
14 26 28 
14 27 28 
14 27 29 
14 28 29 
15 29 29 
16 0 29 
17 0 29 
16 0 29 
16 1 0 
15 1 0 
15 1 1 
14 0 1 
15 1 1 
14 1 1 
15 1 0 
15 2 0 
14 2 1 
14 2 0 
14 26 13 
13 25 13 
13 26 14 
13 27 14 
13 28 14 
13 29 14 
12 28 14 
13 29 14 
13 0 14 
13 0 14 
14 1 14 
15 1 13 
15 1 13 
15 1 14 
16 1 14 
16 1 14 
17 1 13 
17 2 13 
17 3 14 
17 4 15 
16 3 15 
15 3 15 
15 2 14 
15 1 14 
10 16 11 
10 16 12 
9 15 12 
9 16 13 
9 16 14 
9 15 14 
9 14 14 
8 14 14 
9 15 14 
10 16 14 
10 17 14 
11 17 13 
12 18 13 
11 18 13 
10 18 14 
10 18 14 
10 17 13 
9 17 13 
9 16 12 
9 16 11 
9 15 11 
9 15 12 
9 16 12 
9 15 11 
22 5 19 
23 5 18 
24 6 18 
24 7 19 
25 8 19 
25 7 19 
25 8 19 
25 9 19 
26 9 19 
25 9 19 
24 8 19 
24 9 19 
23 9 20 
24 9 19 
25 9 18 
25 10 19 
25 9 18 
26 9 18 
26 10 18 
25 10 19 
24 10 20 
25 10 20 
24 10 21 
24 11 21 
27 18 28 
27 19 29 
28 19 29 
28 18 29 
29 18 29 
29 18 28 
28 17 28 
28 18 28 
29 18 28 
29 17 27 
29 18 27 
28 18 28 
29 18 27 
29 17 27 
0 18 27 
1 18 27 
1 18 28 
1 18 29 
1 18 28 
1 17 27 
1 17 26 
2 18 26 
3 18 25 
4 18 24 
10 15 14 
10 14 13 
11 14 12 
11 14 12 
10 14 12 
9 14 12 
10 14 12 
10 13 12 
9 13 12 
9 13 12 
9 13 11 
9 14 11 
9 13 11 
9 14 12 
9 14 11 
8 13 11 
9 13 10 
10 13 9 
11 13 8 
10 13 8 
9 13 9 
9 14 9 
9 13 9 
9 12 8 
0 12 13 
0 11 12 
0 12 12 
0 11 12 
0 11 11 
1 11 11 
1 12 12 
1 11 12 
2 12 12 
1 12 13 
1 11 12 
2 11 12 
3 11 12 
2 10 12 
1 10 12 
1 10 11 
0 9 11 
0 9 12 
1 9 12 
2 9 12 
2 9 13 
2 9 14 
3 9 13 
4 10 13 
6 5 22 
6 5 21 
7 6 21 
8 6 20 
8 7 21 
9 7 20 
9 7 21 
10 8 21 
10 8 22 
11 8 22 
10 7 22 
9 6 22 
10 6 22 
9 5 22 
9 4 22 
8 4 22 
8 5 22 
8 6 23 
8 6 24 
9 7 24 
9 6 24 
9 6 23 
8 5 23 
7 5 23 
28 13 17 
28 12 17 
28 13 18 
27 13 19 
26 12 19 
26 12 20 
27 13 20 
26 13 20 
26 12 20 
27 13 20 
27 12 19 
27 12 18 
26 12 19 
27 12 19 
27 12 20 
27 12 20 
27 11 19 
26 11 20 
25 10 20 
26 11 20 
26 11 19 
25 11 19 
25 12 19 
24 12 19 
9 5 14 
8 4 14 
8 3 14 
8 4 14 
9 4 13 
9 3 13 
10 3 12 
10 3 13 
10 2 13 
10 3 14 
9 3 14 
9 3 15 
10 4 15 
10 3 14 
9 3 15 
10 3 15 
11 4 15 
11 4 14 
11 4 15 
11 3 15 
12 4 15 
13 5 15 
12 5 16 
12 4 15 
3 22 8 
2 22 8 
3 22 7 
3 21 7 
4 22 7 
3 22 7 
2 21 7 
3 21 7 
4 22 7 
5 22 7 
4 21 7 
4 20 7 
3 20 7 
2 20 8 
2 19 7 
2 19 7 
3 20 7 
3 19 6 
3 19 6 
2 18 6 
2 18 7 
2 18 6 
1 17 6 
1 18 7 
3 5 1 
4 5 1 
3 5 2 
3 5 3 
3 5 4 
4 6 4 
4 6 5 
4 6 4 
4 5 4 
3 5 5 
4 5 5 
4 4 5 
4 4 6 
3 4 6 
2 4 7 
2 3 6 
2 4 6 
2 4 5 
2 3 5 
2 2 4 
1 2 5 
2 2 4 
2 1 3 
2 1 2 
26 4 22 
26 4 21 
26 3 21 
26 4 22 
27 4 21 
27 5 22 
26 5 23 
26 5 22 
25 5 22 
26 6 22 
26 5 21 
25 4 21 
25 3 21 
24 3 22 
23 3 22 
24 4 22 
24 5 23 
25 5 23 
24 5 24 
25 5 23 
25 4 23 
25 5 24 
25 5 25 
26 5 25 
15 16 0 
16 16 0 
16 16 29 
15 16 0 
16 16 29 
15 16 29 
15 17 29 
15 16 29 
14 15 29 
13 15 0 
12 15 1 
12 16 2 
11 16 3 
11 15 3 
12 15 2 
12 15 2 
11 15 2 
10 15 3 
10 15 3 
11 15 2 
12 16 2 
11 16 3 
11 15 3 
10 14 3 
23 27 17 
24 28 17 
23 28 18 
23 28 17 
23 27 17 
23 26 16 
22 26 17 
23 26 16 
22 25 16 
22 26 16 
23 27 16 
22 27 17 
23 28 17 
22 27 17 
22 26 16 
22 27 16 
21 26 16 
20 25 16 
20 25 16 
19 25 16 
18 24 16 
19 24 15 
20 24 15 
21 25 15 
24 18 9 
24 19 10 
24 20 10 
24 20 10 
24 19 9 
24 20 9 
25 20 9 
24 20 9 
25 20 8 
26 20 7 
25 20 8 
25 20 7 
24 20 8 
24 20 7 
25 20 7 
25 21 8 
25 22 9 
25 21 9 
25 21 8 
24 21 9 
24 21 8 
24 21 9 
23 20 9 
24 20 8 
18 28 19 
19 28 18 
19 29 19 
19 29 20 
18 29 20 
18 29 21 
18 29 21 
19 0 21 
20 0 20 
20 1 20 
20 0 20 
20 29 20 
20 28 19 
20 29 19 
20 29 18 
20 28 18 
19 28 18 
20 29 18 
21 29 17 
21 29 16 
21 28 15 
20 28 16 
21 28 15 
22 29 15 
23 25 19 
23 26 20 
24 27 20 
25 28 20 
26 28 20 
27 29 20 
26 29 20 
27 29 20 
27 0 20 
26 29 20 
26 0 21 
26 0 20 
26 1 20 
26 2 20 
26 2 19 
27 3 19 
26 3 20 
26 4 21 
27 4 21 
27 4 22 
28 4 22 
28 4 22 
28 5 23 
28 5 22 
13 20 20 
13 20 21 
13 21 22 
12 20 22 
12 21 23 
12 20 23 
12 20 24 
11 20 25 
10 20 26 
10 19 25 
10 19 26 
9 19 26 
9 19 26 
9 19 25 
8 19 26 
8 18 26 
9 18 26 
9 17 26 
8 17 26 
8 17 27 
7 17 28 
6 17 28 
7 18 28 
7 18 27 
23 7 5 
22 7 6 
22 6 5 
23 6 5 
22 6 6 
22 5 6 
21 5 6 
20 5 6 
20 5 5 
20 6 5 
20 5 4 
19 5 5 
19 5 5 
19 5 6 
19 4 6 
19 5 6 
20 5 6 
20 5 5 
20 6 6 
20 6 7 
19 5 7 
19 4 7 
19 5 7 
20 6 7 
8 22 6 
8 22 7 
8 22 8 
9 22 8 
9 22 9 
8 22 10 
7 21 10 
6 21 11 
7 22 11 
7 23 12 
7 22 11 
7 23 11 
7 23 12 
6 23 12 
7 24 12 
6 24 12 
6 24 11 
6 24 10 
6 25 11 
7 26 11 
7 25 11 
7 26 11 
8 26 10 
9 26 9 
3 16 0 
3 17 1 
4 17 1 
3 17 2 
4 17 1 
5 17 0 
5 16 0 
5 16 1 
5 17 1 
6 17 1 
6 18 2 
6 19 3 
6 19 4 
7 20 4 
8 20 4 
8 20 3 
8 21 3 
9 21 3 
8 21 3 
8 22 3 
7 22 3 
7 21 3 
7 21 4 
7 22 5 
18 26 21 
18 26 22 
18 27 23 
19 28 23 
19 29 23 
19 0 24 
19 1 25 
19 1 24 
18 1 24 
18 1 25 
18 1 24 
18 2 25 
18 3 26 
18 2 25 
19 2 25 
20 2 24 
20 1 23 
20 1 24 
20 0 24 
20 1 25 
19 1 26 
19 2 26 
19 1 26 
19 1 25 
23 25 11 
23 24 10 
22 24 11 
22 24 10 
21 24 11 
21 24 10 
21 24 11 
21 25 11 
22 26 11 
22 27 11 
22 28 12 
23 28 12 
23 28 12 
23 29 13 
23 29 12 
22 29 12 
22 29 11 
22 29 10 
22 28 9 
22 27 8 
22 28 8 
22 28 8 
22 28 9 
22 29 9 
23 4 23 
23 5 23 
22 5 23 
23 5 22 
24 5 22 
23 4 22 
24 4 21 
25 4 21 
25 3 20 
25 4 20 
25 3 20 
25 2 19 
25 2 19 
24 2 19 
23 1 19 
24 1 19 
24 0 19 
23 0 20 
23 0 20 
22 0 21 
21 0 22 
21 0 22 
22 0 22 
22 0 21 
1 8 21 
1 7 21 
2 8 21 
2 7 20 
2 6 19 
3 6 19 
4 6 18 
3 6 19 
3 6 18 
3 5 17 
3 6 18 
4 6 18 
5 6 17 
5 6 16 
6 7 16 
7 8 16 
6 8 16 
6 7 16 
6 8 17 
5 7 17 
4 6 17 
5 7 17 
5 6 16 
6 6 15 
23 29 18 
23 29 19 
22 29 19 
22 28 19 
22 27 18 
22 27 19 
21 27 19 
20 27 19 
20 27 18 
20 26 18 
21 26 18 
20 25 18 
20 24 18 
20 25 18 
19 25 19 
19 25 19 
18 24 19 
18 25 19 
17 24 19 
17 24 20 
17 23 20 
18 24 20 
18 23 20 
18 23 21 
25 21 19 
24 20 19 
24 19 19 
24 18 18 
25 18 17 
25 17 17 
25 17 17 
26 17 16 
25 17 16 
24 17 16 
25 17 15 
26 17 15 
27 18 15 
28 18 15 
28 17 15 
28 18 15 
27 18 16 
27 18 17 
28 19 17 
28 19 16 
27 18 16 
27 19 17 
26 19 18 
25 19 18 
19 25 11 
19 25 10 
18 24 10 
18 24 11 
19 25 11 
18 25 12 
18 24 11 
18 25 12 
18 25 11 
17 25 12 
16 24 12 
15 24 13 
15 24 14 
14 23 14 
13 22 14 
13 21 13 
13 20 13 
14 21 13 
13 21 13 
14 21 13 
14 22 14 
15 22 13 
15 22 14 
14 22 15 
11 0 17 
11 0 16 
11 29 16 
11 0 16 
11 0 15 
11 29 14 
10 29 14 
9 29 14 
9 29 15 
10 29 15 
10 28 14 
10 29 14 
11 29 14 
11 0 14 
11 0 15 
10 0 15 
9 0 15 
9 29 15 
8 29 16 
9 29 16 
9 28 15 
8 28 16 
8 29 16 
9 0 16 
19 6 1 
18 6 1 
18 5 1 
18 4 1 
18 5 1 
19 5 1 
20 5 1 
20 5 0 
20 6 0 
21 7 0 
21 7 1 
22 7 0 
22 6 0 
22 6 1 
22 6 2 
21 6 2 
21 5 2 
20 5 3 
21 5 2 
20 4 2 
19 4 3 
20 4 2 
19 4 3 
20 4 3 
22 0 28 
23 0 28 
24 0 27 
23 0 28 
22 0 29 
22 0 28 
22 1 29 
21 1 0 
20 1 0 
19 1 1 
19 0 0 
19 29 29 
20 29 29 
20 0 0 
20 29 0 
20 29 29 
21 29 28 
21 29 29 
21 0 29 
21 0 28 
21 1 29 
22 1 29 
21 1 0 
21 1 29 
20 20 2 
19 19 2 
19 20 2 
